id,county,category,taxonomy_g,taxonomy_sg,sci_name,common_name
309,Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria montevidensis ssp. spongiosa,Spongy Arrowhead
310,Albany,Plant,Flowering Plants,Other Flowering Plants,Sagittaria subulata,Strap-leaf Arrowhead
311,Albany,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass
312,Albany,Plant,Flowering Plants,Other Flowering Plants,Schwalbea americana,Chaffseed
313,Albany,Plant,Flowering Plants,Other Flowering Plants,Scutellaria nervosa,Veined Skullcap
314,Albany,Plant,Flowering Plants,Other Flowering Plants,Sparganium natans,Small Bur-reed
315,Albany,Plant,Flowering Plants,Other Flowering Plants,Stachys hyssopifolia var. hyssopifolia,Rough Hedge Nettle
316,Albany,Plant,Flowering Plants,Other Flowering Plants,Trichostema brachiatum,False Pennyroyal
317,Albany,Plant,Flowering Plants,Other Flowering Plants,Trillium cernuum,Nodding Trillium
318,Albany,Plant,Flowering Plants,Other Flowering Plants,Utricularia radiata,Small Floating Bladderwort
319,Albany,Plant,Flowering Plants,Other Flowering Plants,Valeriana uliginosa,Marsh Valerian
320,Albany,Plant,Flowering Plants,Other Flowering Plants,Veronica peregrina ssp. xalapensis,Neckweed
321,Albany,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
322,Albany,Plant,Flowering Plants,Other Flowering Plants,Viola hirsutula,Southern Wood Violet
323,Albany,Plant,Flowering Plants,Other Flowering Plants,Viola nephrophylla,Northern Bog Violet
324,Albany,Plant,Flowering Plants,Other Flowering Plants,Viola pedata var. pedata,Bird's-foot Violet
325,Albany,Plant,Flowering Plants,Sedges,Carex amphibola,Ambiguous Sedge
326,Albany,Plant,Flowering Plants,Sedges,Carex backii,Back's Sedge
327,Albany,Plant,Flowering Plants,Sedges,Carex bicknellii,Bicknell's Sedge
328,Albany,Plant,Flowering Plants,Sedges,Carex bushii,Bush's Sedge
329,Albany,Plant,Flowering Plants,Sedges,Carex buxbaumii,Brown Bog Sedge
330,Albany,Plant,Flowering Plants,Sedges,Carex cryptolepis,Small Yellow Sedge
331,Albany,Plant,Flowering Plants,Sedges,Carex cumulata,Clustered Sedge
332,Albany,Plant,Flowering Plants,Sedges,Carex davisii,Davis' Sedge
333,Albany,Plant,Flowering Plants,Sedges,Carex frankii,Frank's Sedge
334,Albany,Plant,Flowering Plants,Sedges,Carex glaucodea,Glaucous Sedge
335,Albany,Plant,Flowering Plants,Sedges,Carex haydenii,Cloud Sedge
336,Albany,Plant,Flowering Plants,Sedges,Carex jamesii,James' Sedge
337,Albany,Plant,Flowering Plants,Sedges,Carex lupuliformis,False Hop Sedge
338,Albany,Plant,Flowering Plants,Sedges,Carex molesta,Troublesome Sedge
339,Albany,Plant,Flowering Plants,Sedges,Carex muehlenbergii var. enervis,Muhlenberg's Veinless Sedge
340,Albany,Plant,Flowering Plants,Sedges,Carex retroflexa,Reflexed Sedge
341,Albany,Plant,Flowering Plants,Sedges,Cyperus erythrorhizos,Red-rooted Flat Sedge
342,Albany,Plant,Flowering Plants,Sedges,Cyperus houghtonii,Houghton's Flat Sedge
343,Albany,Plant,Flowering Plants,Sedges,Cyperus lupulinus ssp. lupulinus,Great Plains Flatsedge
344,Albany,Plant,Flowering Plants,Sedges,Cyperus odoratus,Fragrant Flat Sedge
345,Albany,Plant,Flowering Plants,Sedges,Cyperus schweinitzii,Schweinitz's Flat Sedge
346,Albany,Plant,Flowering Plants,Sedges,Eleocharis ovata,Ovate Spike Rush
347,Albany,Plant,Flowering Plants,Sedges,Scirpus georgianus,Georgia Bulrush
348,Albany,Plant,Flowering Plants,Sedges,Scleria triglomerata,Whip Nut Sedge
349,Albany,Plant,Mosses,Other Mosses,Myurella julacea,Small Mousetail Moss
350,Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus americanus,American Toad
351,Allegany,Animal,Amphibians,Frogs and Toads,Anaxyrus fowleri,Fowler's Toad
352,Allegany,Animal,Amphibians,Frogs and Toads,Hyla versicolor,Gray Treefrog
353,Allegany,Animal,Amphibians,Frogs and Toads,Lithobates catesbeianus,Bullfrog
354,Allegany,Animal,Amphibians,Frogs and Toads,Lithobates clamitans,Green Frog
355,Allegany,Animal,Amphibians,Frogs and Toads,Lithobates palustris,Pickerel Frog
356,Allegany,Animal,Amphibians,Frogs and Toads,Lithobates pipiens,Northern Leopard Frog
357,Allegany,Animal,Amphibians,Frogs and Toads,Lithobates sylvaticus,Wood Frog
358,Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris crucifer,Spring Peeper
359,Allegany,Animal,Amphibians,Frogs and Toads,Pseudacris triseriata,Western Chorus Frog
360,Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum,Jefferson Salamander
361,Allegany,Animal,Amphibians,Salamanders,Ambystoma jeffersonianum x laterale,Jefferson Salamander Complex
362,Allegany,Animal,Amphibians,Salamanders,Ambystoma laterale,Blue-spotted Salamander
363,Allegany,Animal,Amphibians,Salamanders,Ambystoma maculatum,Spotted Salamander
364,Allegany,Animal,Amphibians,Salamanders,Cryptobranchus alleganiensis,Hellbender
365,Allegany,Animal,Amphibians,Salamanders,Desmognathus fuscus,Dusky Salamander
366,Allegany,Animal,Amphibians,Salamanders,Desmognathus ochrophaeus,Allegheny Mountain Dusky Salamander
367,Allegany,Animal,Amphibians,Salamanders,Eurycea bislineata,Northern Two-lined Salamander
368,Allegany,Animal,Amphibians,Salamanders,Eurycea longicauda,Longtail Salamander
369,Allegany,Animal,Amphibians,Salamanders,Gyrinophilus porphyriticus,Spring Salamander
370,Allegany,Animal,Amphibians,Salamanders,Necturus maculosus,Mudpuppy
371,Allegany,Animal,Amphibians,Salamanders,Notophthalmus viridescens,Eastern Newt
372,Allegany,Animal,Amphibians,Salamanders,Plethodon cinereus,Redback Salamander
373,Allegany,Animal,Amphibians,Salamanders,Plethodon glutinosus,Northern Slimy Salamander
374,Allegany,Animal,Amphibians,Salamanders,Plethodon wehrlei,Wehrle's Salamander
375,Allegany,Animal,Amphibians,Salamanders,Pseudotriton ruber,Red Salamander
376,Allegany,Animal,Beetles,Tiger Beetles,Cicindela ancocisconensis,Appalachian Tiger Beetle
377,Allegany,Animal,Beetles,Tiger Beetles,Cicindela marginipennis,Cobblestone Tiger Beetle
378,Allegany,Animal,Birds,Blackbirds and Orioles,Agelaius phoeniceus,Red-winged Blackbird
379,Allegany,Animal,Birds,Blackbirds and Orioles,Dolichonyx oryzivorus,Bobolink
380,Allegany,Animal,Birds,Blackbirds and Orioles,Icterus galbula,Baltimore Oriole
381,Allegany,Animal,Birds,Blackbirds and Orioles,Icterus spurius,Orchard Oriole
382,Allegany,Animal,Birds,Blackbirds and Orioles,Molothrus ater,Brown-headed Cowbird
383,Allegany,Animal,Birds,Blackbirds and Orioles,Quiscalus quiscula,Common Grackle
384,Allegany,Animal,Birds,Blackbirds and Orioles,Sturnella magna,Eastern Meadowlark
385,Allegany,Animal,Birds,Cardinals and Buntings,Cardinalis cardinalis,Northern Cardinal
386,Allegany,Animal,Birds,Cardinals and Buntings,Passerina cyanea,Indigo Bunting
387,Allegany,Animal,Birds,Cardinals and Buntings,Pheucticus ludovicianus,Rose-breasted Grosbeak
388,Allegany,Animal,Birds,Cardinals and Buntings,Piranga olivacea,Scarlet Tanager
389,Allegany,Animal,Birds,Chickadees and Titmice,Baeolophus bicolor,Tufted Titmouse
390,Allegany,Animal,Birds,Chickadees and Titmice,Poecile atricapillus,Black-capped Chickadee
391,Allegany,Animal,Birds,Creepers,Certhia americana,Brown Creeper
392,Allegany,Animal,Birds,Crows and Jays,Corvus brachyrhynchos,American Crow
393,Allegany,Animal,Birds,Crows and Jays,Corvus corax,Common Raven
394,Allegany,Animal,Birds,Crows and Jays,Cyanocitta cristata,Blue Jay
395,Allegany,Animal,Birds,Cuckoos,Coccyzus americanus,Yellow-billed Cuckoo
396,Allegany,Animal,Birds,Cuckoos,Coccyzus erythropthalmus,Black-billed Cuckoo
397,Allegany,Animal,Birds,Finches and Crossbills,Haemorhous mexicanus,House Finch
398,Allegany,Animal,Birds,Finches and Crossbills,Haemorhous purpureus,Purple Finch
399,Allegany,Animal,Birds,Finches and Crossbills,Loxia curvirostra,Red Crossbill
400,Allegany,Animal,Birds,Finches and Crossbills,Loxia leucoptera,White-winged Crossbill
401,Allegany,Animal,Birds,Finches and Crossbills,Spinus pinus,Pine Siskin
402,Allegany,Animal,Birds,Finches and Crossbills,Spinus tristis,American Goldfinch
403,Allegany,Animal,Birds,Flycatchers,Contopus virens,Eastern Wood-Pewee
404,Allegany,Animal,Birds,Flycatchers,Empidonax alnorum,Alder Flycatcher
405,Allegany,Animal,Birds,Flycatchers,Empidonax minimus,Least Flycatcher
406,Allegany,Animal,Birds,Flycatchers,Empidonax traillii,Willow Flycatcher
407,Allegany,Animal,Birds,Flycatchers,Empidonax virescens,Acadian Flycatcher
408,Allegany,Animal,Birds,Flycatchers,Myiarchus crinitus,Great Crested Flycatcher
409,Allegany,Animal,Birds,Flycatchers,Sayornis phoebe,Eastern Phoebe
410,Allegany,Animal,Birds,Flycatchers,Tyrannus tyrannus,Eastern Kingbird
411,Allegany,Animal,Birds,Gnatcatchers,Polioptila caerulea,Blue-gray Gnatcatcher
412,Allegany,Animal,Birds,Grebes,Podilymbus podiceps,Pied-billed Grebe
413,Allegany,Animal,Birds,Hummingbirds and Swifts,Archilochus colubris,Ruby-throated Hummingbird
414,Allegany,Animal,Birds,Hummingbirds and Swifts,Chaetura pelagica,Chimney Swift
415,Allegany,Animal,Birds,Kingfishers,Megaceryle alcyon,Belted Kingfisher
416,Allegany,Animal,Birds,Kinglets,Regulus satrapa,Golden-crowned Kinglet
417,Allegany,Animal,Birds,Larks,Eremophila alpestris,Horned Lark
418,Allegany,Animal,Birds,Mockingbirds and Thrashers,Dumetella carolinensis,Gray Catbird
419,Allegany,Animal,Birds,Mockingbirds and Thrashers,Mimus polyglottos,Northern Mockingbird
420,Allegany,Animal,Birds,Mockingbirds and Thrashers,Toxostoma rufum,Brown Thrasher
421,Allegany,Animal,Birds,Nightbirds,Chordeiles minor,Common Nighthawk
422,Allegany,Animal,Birds,Nuthatches,Sitta canadensis,Red-breasted Nuthatch
423,Allegany,Animal,Birds,Nuthatches,Sitta carolinensis,White-breasted Nuthatch
424,Allegany,Animal,Birds,Old World Sparrows,Passer domesticus,House Sparrow
425,Allegany,Animal,Birds,Owls,Aegolius acadicus,Northern Saw-whet Owl
426,Allegany,Animal,Birds,Owls,Asio flammeus,Short-eared Owl
427,Allegany,Animal,Birds,Owls,Bubo virginianus,Great Horned Owl
428,Allegany,Animal,Birds,Owls,Megascops asio,Eastern Screech-Owl
429,Allegany,Animal,Birds,Owls,Strix varia,Barred Owl
430,Allegany,Animal,Birds,Owls,Tyto alba,Barn Owl
431,Allegany,Animal,Birds,Pigeons and Doves,Columba livia,Rock Pigeon
432,Allegany,Animal,Birds,Pigeons and Doves,Zenaida macroura,Mourning Dove
433,Allegany,Animal,Birds,Sparrows and Towhees,Ammodramus henslowii,Henslow's Sparrow
434,Allegany,Animal,Birds,Sparrows and Towhees,Ammodramus savannarum,Grasshopper Sparrow
435,Allegany,Animal,Birds,Sparrows and Towhees,Junco hyemalis,Dark-eyed Junco
436,Allegany,Animal,Birds,Sparrows and Towhees,Melospiza georgiana,Swamp Sparrow
437,Allegany,Animal,Birds,Sparrows and Towhees,Melospiza melodia,Song Sparrow
438,Allegany,Animal,Birds,Sparrows and Towhees,Passerculus sandwichensis,Savannah Sparrow
439,Wayne,Animal,Birds,Owls,Tyto alba,Barn Owl
440,Allegany,Animal,Birds,Sparrows and Towhees,Pipilo erythrophthalmus,Eastern Towhee
441,Allegany,Animal,Birds,Sparrows and Towhees,Pooecetes gramineus,Vesper Sparrow
442,Allegany,Animal,Birds,Sparrows and Towhees,Spizella passerina,Chipping Sparrow
443,Allegany,Animal,Birds,Sparrows and Towhees,Spizella pusilla,Field Sparrow
444,Allegany,Animal,Birds,Sparrows and Towhees,Zonotrichia albicollis,White-throated Sparrow
445,Allegany,Animal,Birds,Starlings,Sturnus vulgaris,European Starling
446,Allegany,Animal,Birds,Swallows,Hirundo rustica,Barn Swallow
447,Allegany,Animal,Birds,Swallows,Petrochelidon pyrrhonota,Cliff Swallow
448,Allegany,Animal,Birds,Swallows,Progne subis,Purple Martin
449,Allegany,Animal,Birds,Swallows,Riparia riparia,Bank Swallow
450,Allegany,Animal,Birds,Swallows,Stelgidopteryx serripennis,Northern Rough-winged Swallow
451,Allegany,Animal,Birds,Swallows,Tachycineta bicolor,Tree Swallow
452,Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus fuscescens,Veery
453,Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus guttatus,Hermit Thrush
454,Allegany,Animal,Birds,Thrushes and Bluebirds,Catharus ustulatus,Swainson's Thrush
455,Allegany,Animal,Birds,Thrushes and Bluebirds,Hylocichla mustelina,Wood Thrush
456,Allegany,Animal,Birds,Thrushes and Bluebirds,Sialia sialis,Eastern Bluebird
457,Allegany,Animal,Birds,Thrushes and Bluebirds,Turdus migratorius,American Robin
458,Allegany,Animal,Birds,Vireos,Vireo flavifrons,Yellow-throated Vireo
459,Allegany,Animal,Birds,Vireos,Vireo gilvus,Warbling Vireo
460,Allegany,Animal,Birds,Vireos,Vireo olivaceus,Red-eyed Vireo
461,Allegany,Animal,Birds,Vireos,Vireo solitarius,Blue-headed Vireo
462,Allegany,Animal,Birds,Waxwings,Bombycilla cedrorum,Cedar Waxwing
463,Allegany,Animal,Birds,Woodpeckers,Colaptes auratus,Northern Flicker
464,Allegany,Animal,Birds,Woodpeckers,Dryocopus pileatus,Pileated Woodpecker
465,Allegany,Animal,Birds,Woodpeckers,Melanerpes carolinus,Red-bellied Woodpecker
466,Allegany,Animal,Birds,Woodpeckers,Melanerpes erythrocephalus,Red-headed Woodpecker
467,Allegany,Animal,Birds,Woodpeckers,Picoides pubescens,Downy Woodpecker
468,Allegany,Animal,Birds,Woodpeckers,Picoides villosus,Hairy Woodpecker
469,Allegany,Animal,Birds,Woodpeckers,Sphyrapicus varius,Yellow-bellied Sapsucker
470,Allegany,Animal,Birds,Wood-Warblers,Cardellina canadensis,Canada Warbler
471,Allegany,Animal,Birds,Wood-Warblers,Geothlypis philadelphia,Mourning Warbler
472,Allegany,Animal,Birds,Wood-Warblers,Geothlypis trichas,Common Yellowthroat
473,Allegany,Animal,Birds,Wood-Warblers,Icteria virens,Yellow-breasted Chat
474,Allegany,Animal,Birds,Wood-Warblers,Mniotilta varia,Black-and-white Warbler
475,Allegany,Animal,Birds,Wood-Warblers,Oreothlypis ruficapilla,Nashville Warbler
476,Allegany,Animal,Birds,Wood-Warblers,Parkesia motacilla,Louisiana Waterthrush
477,Allegany,Animal,Birds,Wood-Warblers,Parkesia noveboracensis,Northern Waterthrush
478,Allegany,Animal,Birds,Wood-Warblers,Seiurus aurocapilla,Ovenbird
479,Allegany,Animal,Birds,Wood-Warblers,Setophaga americana,Northern Parula
480,Allegany,Animal,Birds,Wood-Warblers,Setophaga caerulescens,Black-throated Blue Warbler
481,Allegany,Animal,Birds,Wood-Warblers,Setophaga cerulea,Cerulean Warbler
482,Allegany,Animal,Birds,Wood-Warblers,Setophaga citrina,Hooded Warbler
483,Allegany,Animal,Birds,Wood-Warblers,Setophaga coronata,Yellow-rumped Warbler
484,Allegany,Animal,Birds,Wood-Warblers,Setophaga discolor,Prairie Warbler
485,Allegany,Animal,Birds,Wood-Warblers,Setophaga fusca,Blackburnian Warbler
486,Allegany,Animal,Birds,Wood-Warblers,Setophaga magnolia,Magnolia Warbler
487,Allegany,Animal,Birds,Wood-Warblers,Setophaga pensylvanica,Chestnut-sided Warbler
488,Allegany,Animal,Birds,Wood-Warblers,Setophaga petechia,Yellow Warbler
489,Allegany,Animal,Birds,Wood-Warblers,Setophaga pinus,Pine Warbler
490,Allegany,Animal,Birds,Wood-Warblers,Setophaga ruticilla,American Redstart
491,Allegany,Animal,Birds,Wood-Warblers,Setophaga virens,Black-throated Green Warbler
492,Allegany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera,Golden-winged Warbler
493,Allegany,Animal,Birds,Wood-Warblers,Vermivora chrysoptera x cyanoptera,Lawrence's Warbler
494,Allegany,Animal,Birds,Wood-Warblers,Vermivora cyanoptera,Blue-winged Warbler
495,Allegany,Animal,Birds,Wrens,Cistothorus palustris,Marsh Wren
496,Allegany,Animal,Birds,Wrens,Thryothorus ludovicianus,Carolina Wren
497,Allegany,Animal,Birds,Wrens,Troglodytes aedon,House Wren
498,Allegany,Animal,Birds,Wrens,Troglodytes hiemalis,Winter Wren
499,Allegany,Animal,Butterflies and Moths,Butterflies and Skippers,Pieris virginiensis,West Virginia White
500,Allegany,Animal,Butterflies and Moths,Moths,Cerma cora,Bird Dropping Moth
501,Allegany,Animal,Dragonflies and Damselflies,Dragonflies,Rhionaeschna mutata,Spatterdock Darner
502,Allegany,Animal,Fish,Catfishes,Ameiurus melas,Black Bullhead
503,Allegany,Animal,Fish,Darters and Sunfishes,Etheostoma camurum,Bluebreast Darter
504,Allegany,Animal,Mammals,Bats,Lasionycteris noctivagans,Silver-haired Bat
505,Allegany,Animal,Mammals,Bats,Myotis septentrionalis,Northern Long-eared Bat
506,Allegany,Animal,Mammals,Bats,Perimyotis subflavus,Tri-colored Bat
507,Allegany,Animal,Mussels and Clams,Freshwater Mussels,Lasmigona subviridis,Green Floater
508,Allegany,Animal,Reptiles,Snakes,Crotalus horridus,Timber Rattlesnake
509,Allegany,Animal,Reptiles,Snakes,Diadophis punctatus,Ring-necked Snake
510,Allegany,Animal,Reptiles,Snakes,Lampropeltis triangulum,Milksnake
511,Allegany,Animal,Reptiles,Snakes,Nerodia sipedon,Northern Watersnake
512,Allegany,Animal,Reptiles,Snakes,Opheodrys vernalis,Smooth Green Snake
513,Allegany,Animal,Reptiles,Snakes,Regina septemvittata,Queen Snake
514,Allegany,Animal,Reptiles,Snakes,Storeria dekayi,Dekay's Brownsnake
515,Allegany,Animal,Reptiles,Snakes,Storeria occipitomaculata,Red-bellied Snake
516,Allegany,Animal,Reptiles,Snakes,Thamnophis brachystoma,Short-headed Gartersnake
517,Allegany,Animal,Reptiles,Snakes,Thamnophis sauritus,Eastern Ribbonsnake
518,Allegany,Animal,Reptiles,Snakes,Thamnophis sirtalis,Common Gartersnake
519,Allegany,Animal,Reptiles,Turtles,Apalone spinifera,Spiny Softshell
520,Allegany,Animal,Reptiles,Turtles,Chelydra serpentina,Snapping Turtle
521,Allegany,Animal,Reptiles,Turtles,Chrysemys picta,Painted Turtle
522,Allegany,Animal,Reptiles,Turtles,Glyptemys insculpta,Wood Turtle
523,Allegany,Natural Community,Freshwater Nontidal Wetlands,Forested Mineral Soil Wetlands,Floodplain forest,Floodplain Forest
524,Allegany,Natural Community,Freshwater Nontidal Wetlands,Forested Peatlands,Red maple-tamarack peat swamp,Red Maple-Tamarack Peat Swamp
525,Allegany,Natural Community,Freshwater Nontidal Wetlands,Open Peatlands,Dwarf shrub bog,Dwarf Shrub Bog
526,Allegany,Plant,Ferns and Fern Allies,Ferns,Botrychium oneidense,Blunt-lobe Grape Fern
527,Allegany,Plant,Flowering Plants,Orchids,Cypripedium parviflorum var. pubescens,Large Yellow Lady's Slipper
528,Allegany,Plant,Flowering Plants,Orchids,Cypripedium reginae,Showy Lady's Slipper
529,Allegany,Plant,Flowering Plants,Other Flowering Plants,Clintonia umbellulata,Speckled Wood Lily
530,Allegany,Plant,Flowering Plants,Other Flowering Plants,Collinsia verna,Blue-eyed-Mary
531,Allegany,Plant,Flowering Plants,Other Flowering Plants,Frasera caroliniensis,Green Gentian
532,Allegany,Plant,Flowering Plants,Other Flowering Plants,Hypericum prolificum,Shrubby St. John's Wort
533,Allegany,Plant,Flowering Plants,Other Flowering Plants,Jeffersonia diphylla,Twinleaf
534,Allegany,Plant,Flowering Plants,Other Flowering Plants,Juglans cinerea,Butternut
535,Allegany,Plant,Flowering Plants,Other Flowering Plants,Lathyrus ochroleucus,Pale Vetchling
536,Allegany,Plant,Flowering Plants,Other Flowering Plants,Lysimachia hybrida,Lowland Yellow Loosestrife
537,Allegany,Plant,Flowering Plants,Other Flowering Plants,Panax quinquefolius,American Ginseng
538,Allegany,Plant,Flowering Plants,Other Flowering Plants,Polemonium vanbruntiae,Jacob's Ladder
539,Allegany,Plant,Flowering Plants,Other Flowering Plants,Scheuchzeria palustris,Pod Grass
540,Allegany,Plant,Flowering Plants,Other Flowering Plants,Veronicastrum virginicum,Culver's Root
541,Allegany,Plant,Flowering Plants,Sedges,Carex oligosperma,Few-fruited Sedge
542,Allegany,Plant,Flowering Plants,Sedges,Carex schweinitzii,Schweinitz's Sedge
543,Atlantic Ocean and Long Island Sound,Animal,Fish,Needlefishes,Strongylura marina,Atlantic Needlefish
544,Atlantic Ocean and Long Island Sound,Animal,Fish,Silversides,Menidia beryllina,Inland Silverside
545,Atlantic Ocean and Long Island Sound,Animal,Fish,Silversides,Menidia menidia,Atlantic Silverside
